id,category,content_descriptions,rating,synopsis,rating_class,category_name
60,1,Any[],11,"Fallout 3  is a action role-playing game set in the barren wasteland of a post-apocalyptic society. Players assume the role of a resident of an underground complex who emerges from a vault to explore a wastleland universe through a series of quests/missions. Mission objectives sometimes involve exploring various caves, sewers, and subway tunnels, while other quests involve combat with human and mutant survivors. Fighting can be frenetic and intense, highlighted by various camera effects (e.g., slow motion, blurring, screen shakes) and depictions of realistic dismemberment with trails of red blood. In one scene, players enter a black-and-white virtual reality simulation in which they use a kitchen knife to kill household members and pets. Characters are sometimes seen consuming fictional drugs (e.g., ""Buffout,"" ""Jet,"" and ""Mentats""), while the player can also use – with no visual depiction of consuming/administering – a narcotic called ""psycho,"" which with repeated uses leads to addiction. A screen-blurring effect indicates the state of characters' intoxication and the need to use the narcotic to fend off various side effects. Several of the characters are prostitutes and the details of their sexual activities are mildly insinuated (e.g., ""You got the cash I got the time…I take care of men around here.""). Strong profanity can also be heard throughout the game (e.g., ""f*ck,"" ""a*shole,"" and ""sh*t"").",M,ESRB
1067,1,Any[],11,Null,M,ESRB
74,1,Null,10,Null,T,ESRB
59,1,Any[],11,"This is an action game in which players assume the role of Corvo, a royal bodyguard who has been framed for treason (i.e., assassinating an empress). As players help Corvo exact revenge on those who betrayed him, they can use pistols, crossbows, swords, and grenades to kill human enemies in ranged and melee-style combat. Violence is sometimes accompanied by slow-motion effects and gurgling sounds from Corvo's victims. Certain weapons result in dismembered limbs, and attacks are accompanied by exaggerated blood-splatter effects. Some environments depict mutilated corpses on the ground or hanging from the ceiling. During one interactive sequence, Corvo brands a restrained man's cheek with a hot iron; in another, players use electric shocks to interrogate a blindfolded man in a chair. The game depicts some female characters in revealing outfits and includes some sexual/suggestive dialogue (e.g., “Hey sweetheart, you want to play with me? You're a lot cuter than my regulars,”“This one thinks only of whores,” and “Sell your wife into prostitution, I'm sure I can get you a good price.”). The words “f**k,”“sh*t,” and “a*shole” can also be heard in the game.",M,ESRB
1074,1,Null,8,Null,E,ESRB
71,1,Any[],10,"World of Warcraft: Wrath of the Lich King  is a massively multiplayer online (MMO) role-playing game set in the imaginary world of Azeroth. Players complete quests to 'level up' their customized characters, while gaining powers and better equipment along the way. Quest objectives sometimes involve using magic and hand-to-hand combat to defeat various creatures, enemy soldiers, and occasionally other characters such as innocent villagers. Some attacks can result in splashes of red blood, while collateral damage also includes bursts of flesh and bone falling to the ground. Certain quests require the player to drink alcohol, resulting in the character's impaired vision (blurry screen, pink elephants) and movement. Players can interact with scantily clad characters, listen to provocative dialogue (e.g., ""Is that a mana wyrm in your pocket, or are you just happy to see me?""), or view sexually suggestive dance routines performed by elves and other player-characters.",T,ESRB
11065,1,Any[],10,Null,T,ESRB
78,1,Any[],11,Null,M,ESRB
320,1,Any[],9,"This is an adventure game in which players assume the role of a small ""Lego"" version of Indiana Jones as he fights his way through ruins, jungles, and underground mine shafts. Players use guns, whips, barstools and bazookas, spears, and fists to defeat enemy characters that break apart into smaller Lego pieces. Although the tongue-in-cheek nature of the game is a mitigating feature, the fighting action is constant: multiple waves of enemies need to be eliminated in order to collect Lego stud pieces and complete levels.",E10,ESRB
3102,1,Any[],11,Null,M,ESRB
312,1,Any[],11,"This is an action game in which players control Agent 47, a master assassin tasked with eliminating targets while evading an organization known as the Franchise. Players use machine guns, sniper rifles, shotguns, and explosives to complete mission objectives and kill human adversaries. Players can also employ stealth tactics (e.g., poisoning a character's food/drink; slitting their throats from behind; strangling them with fiber wire) to eliminate adversaries at close range. Violent encounters are accompanied by realistic gunfire/explosions, large blood-splatter effects, and characters pleading for their lives; dead bodies incur additional damage when shot. Non-adversaries can be injured/killed at will (this may negatively affect players' score), and some sequences allow players to kill police officers. Some sequences reference sexuality/prostitution (e.g., “This little bad boy can transform even the most ardent Buddhist monk into a sex-craving lunatic,”“Rumor has it she killed a John trying to rape her,”“The press published photographs of one of his orgies . . .”). Some party scenes feature women in skimpy lingerie (e.g., string bikinis, thin strips of cloth), and other missions portray women performing lap dances while men caress their chest and buttocks. In a couple of sequences, characters can be observed snorting cocaine off nearby tables. The words “f**k” and “sh*t” can be heard in the dialogue.",M,ESRB
1318,1,Any[],11,"This is an action-horror game in which players assume the role of Chuck Greene, an unwitting contestant on a ""kill-or-be-killed"" zombie game show. Players can use guns, swords, chainsaws, or flamethrowers to kill the myriad zombies and scattered humans. Large sprays of blood frequently occur and zombies frequently get dismembered and decapitated; for example, players are able to ride a motorcycle through mobs of zombies, sawing off multiple body parts. Cutscenes include the following depictions: zombies that rip chunks of flesh off humans; a man whose blood is churned out of him by an impaled spinning blade; and a man who drills a chainsaw into a priest's chest. Some female characters are dressed in revealing outfits (e.g., skin-tight leather, lingerie, showgirl costumes), and players can enter a ""Peep Show"" or receive a ""Peeping Tom"" bonus. Some missions involve making, serving, and drinking alcoholic beverages (e.g., wine, vodka, and whiskey); if players drink too much alcohol, their movements may become erratic and they may vomit. The dialogue includes language such as ""sh*t"" and ""b*tch.""",M,ESRB
97,1,Any[],10,"This is a massively multiplayer online (MMO) role-playing game in which players perform quests while exploring the fantastical world of Tyria. Players interact with numerous creatures and characters, perform various tasks, and engage in melee-style combat. Players use swords, firearms, explosives, and magic attacks to battle soldiers and enemy creatures (e.g., minotaurs, giant insects, golems). Skirmishes depict enemies getting shot by arrows, slashed by swords, lit on fire, or struck down by lightning bolts; some underwater attacks result in blood-cloud effects, and stylized blood effects are sometimes depicted in cutscenes. Some sequence depict alcohol use: players can earn achievements by consuming alcoholic drinks—the screen appears blurry to denote drunkenness; in a “drinking competition” mini-game, characters drink ale from mugs—the sequence ends when a challenger's health reaches zero. The words “a*s” and “bastard” can be heard in the dialogue.",T,ESRB
96,1,Any[],11,"This is a first-person shooter in which players join rebel forces to take down an oppressive corporation on the fictional planet of Pandora. As players explore open-world environments, they complete missions to gain experience and increase their characters' skills/abilities. Players use machine guns, sniper rifles, flamethrowers, explosives, and weaponized vehicles to kill human-like characters and hostile aliens in frequent combat. Firefights contain realistic gunfire/explosions; injured enemies scream and emit exaggerated splashes of blood. Various weapons result in dismembered limbs or bloody gibs. Some missions depict intense acts of violence: viewing characters getting electrocuted; shooting a man in the face; killing players' incinerating a cult member as part of a ritual sacrifice. The dialogue contains jokes/one-liners that reference sexual material (e.g., “I will hang myself from my own tombstone if in you I can't put my bone,”“If there's anything they love more than getting to second base with their sisters, it's cars,”“Bacon is for sycophants and products of incest.”); during some sequences, players can find and collect adult-themed magazines—though no actual nudity is depicted. One mission requires players to consume three alcoholic beverages from a bar before they can progress. The words “sh*t,”“p*ssies,” and “a*shole” can be heard in the dialogue, in addition to language censored by audible bleeps (e.g., “God-[bleep]-ing-dammit”).",M,ESRB
1105,1,Any[],11,"This is a third-person shooter in which players assume the role of a US Army sniper during World War II. From first- and third-person perspectives, players use machine guns, scoped rifles, trip mines, and grenades to kill enemy soldiers and complete mission objectives. Players employ stealth tactics to dispatch enemies from various ranges (e.g., crouching behind rubble to take a shot; sneaking up and snapping a soldier's neck). Firefights are highlighted by screams of pain, realistic gunfire, explosions, and large splashes of blood. Performing accurate shots sometimes triggers a “kill cam,” which follows the bullet in slow motion to its intended target. These sequences depict X-ray views of enemies' bones, ligaments, and organs shattering or bursting apart. The word “sh*t” can be heard in the dialogue.",M,ESRB
112,1,Any[],11,"Fallout 3  is a action role-playing game set in the barren wasteland of a post-apocalyptic society. Players assume the role of a resident of an underground complex who emerges from a vault to explore a wastleland universe through a series of quests/missions. Mission objectives sometimes involve exploring various caves, sewers, and subway tunnels, while other quests involve combat with human and mutant survivors. Fighting can be frenetic and intense, highlighted by various camera effects (e.g., slow motion, blurring, screen shakes) and depictions of realistic dismemberment with trails of red blood. In one scene, players enter a black-and-white virtual reality simulation in which they use a kitchen knife to kill household members and pets. Characters are sometimes seen consuming fictional drugs (e.g., ""Buffout,"" ""Jet,"" and ""Mentats""), while the player can also use – with no visual depiction of consuming/administering – a narcotic called ""psycho,"" which with repeated uses leads to addiction. A screen-blurring effect indicates the state of characters' intoxication and the need to use the narcotic to fend off various side effects. Several of the characters are prostitutes and the details of their sexual activities are mildly insinuated (e.g., ""You got the cash I got the time…I take care of men around here.""). Strong profanity can also be heard throughout the game (e.g., ""f*ck,"" ""a*shole,"" and ""sh*t"").",M,ESRB
109,1,Any[],11,Null,M,ESRB
117,1,Any[],10,"This is an action game featuring characters from the  Batman  franchise. Players assume the role of Batman as he fights (never kills) his way through a psychiatric hospital populated by psychopathic criminals and humans infected with a toxic virus. Players can punch, kick, and use weapons (spikes, light beams, and other gadgets) to defend against the onslaught of enemies. Some attacks are highlighted by special effects, such as slow-motion hits and close-ups of damage inflicted. During the course of the game, players can enter rooms with blood stains on the ground and walls or witness the ""infected"" twitching and screaming in pain. Some inmates and guards are strewn unconscious/dead on the asylum floors, while others are tied-up, strapped to torture devices, or are being tortured (e.g., a guard suffering in an electric chair). Two female characters wear provocative outfits that expose deep cleavage and/or partial buttocks, and one of them moans suggestively when she is in peril. Players are occasionally required to identify and track traces of whiskey/tobacco during missions. Some expletives (e.g., ""b*tch,""""damn,"" and ""pissed"") can be heard in the dialogue.",T,ESRB
132,1,Any[],11,"This is a third-person shooter in which players assume the role of two counter-terrorism operatives attempting to stop a bio-terrorist plot. Players use handguns, rifles, machine guns, and knives to kill hordes of zombies and mutated creatures. Battles are highlighted by screams of pain and realistic gunfire; enemies often dissolve into pools of blood and chunks of flesh when killed. Blood-splatter effects occur frequently when humans or zombies are attacked, and some characters are depicted with exposed organs/viscera. In one level, a human character is seen getting thrown into a glass partition, resulting in a large splatter of blood. The word “sh*t” appears in the dialogue.",M,ESRB
119,1,Any[],11,"This is a first-person shooter in which players battle enemies in a futuristic, post-apocalyptic environment. Players assume the role of a soldier who explores underground tunnels and toxic outdoor landscapes, while battling humans and mutant creatures. Players use pistols, shotguns, machine guns, sniper rifles, and explosive weapons to kill various enemies. Close-combat attacks involve the use of knives and/or bayonets to slash throats, or stab enemies in the head/chest. Large splashes of dark blood appear frequently during combat and cutscenes; blood also appears on walls and floors. Cutscenes sometimes depict characters getting executed (e.g., gunshots to the head). During the course of the game, players can enter a club environment in which some female characters are seen pole dancing; a topless woman is depicted dancing provocatively and close up during a lap-dance scene. In another sequence, the central character is depicted in bed with his girlfriend; the man briefly touches her breast, as the camera fades to black. Players' character can consume drugs and alcohol in a bar setting; when the character smokes from a hookah, the screen warps and turns blurry. A similar effect occurs when players' character drinks alcohol (e.g., screen blur and audio warp). The words “f**k” and “sh*t” appear in the dialogue.",M,ESRB
116,1,Any[],10,"This is an action-adventure game featuring characters from the Batman franchise. Players assume the role of Batman as he investigates Arkham City, a neighborhood overrun by psychopathic criminals and former prison inmates. As players explore the city and infiltrate hideouts, they punch and kick criminals in melee-style combat, using various gadgets (e.g., explosive gel, smoke pellets, a grappling gun) to defend themselves against gun-wielding thugs and villains. The frenetic combat is highlighted by cries of pain, punching sounds, realistic gunfire, and slow-motion effects. In some sequences, players must solve puzzles or use stealth to incapacitate enemies and free hostages; when players fail a challenge, the hostage will lose his life. Some environments contain bloodstains on the floor or furniture; other cutscenes depict spots of blood on injured characters. During the course of the game, some female characters are dressed in form-fitting outfits that expose large amounts of cleavage; one background sign depicts the silhouette of a woman and the words “Live Nude.” The dialogue also contains some suggestive references (e.g., “The anger, the frustration, the hints of repressed sexual tension” and “Sure could go for some porn right now.”). One sequence depicts a character smoking a cigar, and there are various references to alcohol (e.g., “She got a little drunk and killed her classmates,”“I'd give anything for a nice cold beer right now.”). The words “b*tch,”“a*s,” and “bastard” can be heard in dialogue.",T,ESRB
1128,1,Any[],11,"This is an action game in which players assume the role of Jodie Holmes and her invisible companion ""Aiden"" through fifteen years of Jodie's life. From a third-person perspective, players control Jodie through fully interactive environments, choosing a variety of action-, dialogue-, and decision-paths based on on-screen prompts. Some choices can lead to depictions of violence: Jodie attacking assailants with punches, kicks, and various objects (e.g., tree branches and knives; impaling an enemy with a pipe). As the character Aiden, players solve puzzles, manipulate objects and attack (e.g., strangulation) Jodie's assailants. Players can also use Aiden to possess enemies and perform violent acts (e.g., shooting fellow SWAT members; crashing vehicles; performing self-inflicted gunshot wounds). Some of these sequences are accompanied by blood-splatter effects. In one cutscene, a bound character's eye is cut out during an interrogation—the act is obscured by a character's back. One prolonged bar sequence depicts three men attempting to rape a woman; players control Aiden and interact with objects to stop the assailants. Another sequence depicts a character propositioning a woman to perform fellatio. The game includes depictions of the central character drinking beer and smoking a marijuana in a party setting – screen distortion occurs during theses sequences. The words “f**k” and “sh*t” can be heard in the dialogue.",M,ESRB
1122,1,Any[],11,"This is a fantasy role-playing game in which players assume the role of Dovakin, a prophesied figure with the power to combat dragons in the fictional world of Skyrim. As players traverse through mountainous ""open-world"" environments, they complete missions and quests that impact the eventual fate of their character. Players use swords, bows and arrows, axes, and magic attacks (e.g., fireballs, ice shards) to kill various enemies (e.g., wolves, dragons, human bandits and soldiers). As players engage in melee-style combat, some sequences are highlighted by slow-motion effects, particularly for decapitations. Large blood-splatter effects also occur during combat, and some environments are stained with blood or body parts (e.g., heads impaled on spikes). Some sequences allow players to injure/kill nonadversary characters, including prisoners chained to a wall; they scream in pain amid splashes of blood or fire. As the game progresses, the dialogue and on-screen text contains references to sexual material (e.g., “. . . all the whores your heart, or any other organ, desires,”“She . . . raped the men as cruelly as Bal had ravished her,” and “Remember when you thought [he] was . . . intent on making you . . . into his personal sex slave?”). Alcohol such as wine, mead, and ale can be purchased and consumed by players' character throughout the game; in one sequence, players can engage in a drinking contest with another character, which eventually results in slurred speech (e.g., “One more. No problemsh . . . Thash grape!”).",M,ESRB
11118,2,Any[49],4,"The content of this game is suitable for persons aged 16 years and over only.
It contains: Realistic looking violence",Sixteen,PEGI
133,1,Any[],11,"This is a first-person shooter in which players control futuristic super-soldiers who engage in military campaigns against alien forces. Players use pistols, scoped rifles, machine guns, grenade launchers, and futuristic weaponry to kill enemies in ranged combat; battles are highlighted by cries of pain, realistic gunfire, and large explosions. Stealth moves (i.e., “assassinations”) can also be used to attack enemies from behind (e.g., snapping their necks or stabbing/impaling them with bladed weapons). During one cutscene, a human character cries out as her body disintegrates, exposing layers of muscle tissue. Large blood-splatter effects occur when humans are shot; some sequences depict bloodstained environments.",M,ESRB
121,1,Any[],11,"This is a third-person shooter in which players assume the role of Isaac Clarke, an engineer battling a mysterious alien threat. Players use futuristic weapons (e.g., guns that fire explosives, spikes, incendiary shots) to kill various alien creatures and human enemies. The frenetic combat is accompanied by realistic gunfire and screams of pain. Players can also employ melee kills at close range: hand-to-hand combat, stomping down on enemies, using the butt of a weapon to eliminate adversaries. Blood-splatter effects occur when characters incur damage, and some environments depict blood-splattered floors and mutilated bodies; enemies can be seen impaled, decapitated, and dismembered during the game. The words ""f**k,""""sh*t,"" and “a*shole” can be heard in the dialogue.",M,ESRB
128,1,Null,8,Null,E,ESRB
2115,1,Any[],11,Null,M,ESRB
11157,1,Any[],9,"This is an adventure game in which players attempt to save the universe from an evil emperor. Players traverse platform environments, defeat enemies with the placement of “cartoony” bombs, and engage in frequent boss battles. Enemies generally fall over when struck by bombs. Boss battles can be frenetic, requiring players to use bombs in more complex combinations; action is highlighted by large, fiery blasts of energy, explosions, and cries/growls of pain.",E10,ESRB
152,1,Any[],10,"This is an action role-playing game in which players assume the role of an adventurer in a fictional medieval world. Players can freely visit towns, interact with characters, complete quests, and pursue various career paths in the ""open-world"" environment. The game depicts on-foot and on-horseback combat: Players use swords, axes, hammers, maces, and crossbows to attack enemies. Battles can be frenetic at times, with intense audio fidelity—loud and constant battle cries, sword slashing, flesh-impact sounds; some scenes involve more protracted melee-style (i.e., close-quarter combat) battles against multiple enemies. Small spurts of blood are briefly visible during these battles, and faint bloodstains sometimes develop on characters' clothing, their skin. Character dialogue covers a wide range of topics and can include references to suggestive behavior (e.g., ""[S]he beds her stable boys and anyone else she can lay hands on while her husband is away,""""leaving a string of love-sick women and cuckolded husbands in my wake,"" and ""my prowess in the art of the bedchamber, in which I must confess a modest degree of skill.""). The game contains several references to alcohol (e.g., ""a jar of your best wine,""""Now I'm here getting drunk,"" and ""fight, plunder, and drink""); and one quest involves delivering units of ale to a tavern. Expletives such as ""bastard"" and ""damn"" can be heard in the dialogue.",T,ESRB
942,1,Any[],10,Null,T,ESRB
153,1,Any[],11,"This is a first-person shooter in which players assume the role of a career criminal who participates in high-stakes heists. As players execute each crime (e.g., bank robberies, armored car hijackings), they use machine guns and explosives to kill human enemies—including police officers, agents, and security guards. The frenetic firefights are accompanied by realistic gunfire, explosions, and screams of pain. Large blood-splatter effects occur when characters are shot, and blood stains are often depicted on the ground and surrounding environment. Some missions require players to take civilians hostage, and players have the ability to shoot civilians—though killing these characters is penalized and may impede players' progress. The game contains occasional drug references (e.g., “Let's slip into our roles in this little drug deal charade . . . those junkies won't know what hit 'em until it's too late.”), as well as drug-related imagery (e.g., a poster with a marijuana leaf; a table filled with bags of white powder). The words “f**k,”“sh*t,” and “c*cksucker” can be heard in the dialogue.",M,ESRB
375,1,Any[],11,"In this third-person shooter, players assume the role of Sam Fisher, a Special Forces operative trying to stop a deadly terrorist group in America. Players use pistols, shotguns, assault rifles, grenades, and other weapons to kill enemies while engaging in various espionage missions. Players can also employ stealth attacks to defeat enemies at close range (e.g., slitting throats from behind and neck snapping). Firefights are accompanied by realistic gunfire, large explosions, and blood-splatter effects. Cutscenes sometimes depict intense acts of violence and/or give players options to kill characters via on-screen prompts: a soldier executed at point-black range; a character electrocuted during an interrogation; a tortured man's fingers amputated off-screen (not depicted and not done by player), though the victim's dismembered hand is later depicted. During the course of the game, some missions require players to infiltrate various facilities, including an opium farm; the dialogue also references drugs (e.g., “They've vertically integrated drug production.”). The words “f**k,”“sh*t,” and “a*shole” can be heard in the game.",M,ESRB
380,1,Any[],10,"This is an action game featuring characters from the  Batman  franchise. Players assume the role of Batman as he fights (never kills) his way through a psychiatric hospital populated by psychopathic criminals and humans infected with a toxic virus. Players can punch, kick, and use weapons (spikes, light beams, and other gadgets) to defend against the onslaught of enemies. Some attacks are highlighted by special effects, such as slow-motion hits and close-ups of damage inflicted. During the course of the game, players can enter rooms with blood stains on the ground and walls or witness the ""infected"" twitching and screaming in pain. Some inmates and guards are strewn unconscious/dead on the asylum floors, while others are tied-up, strapped to torture devices, or are being tortured (e.g., a guard suffering in an electric chair). Two female characters wear provocative outfits that expose deep cleavage and/or partial buttocks, and one of them moans suggestively when she is in peril. Players are occasionally required to identify and track traces of whiskey/tobacco during missions. Some expletives (e.g., ""b*tch,""""damn,"" and ""pissed"") can be heard in the dialogue.",T,ESRB
7323,1,Any[],11,"This is a fighting game in which players engage in martial arts battles against a large cast of characters. Players mostly punch and kick opponents during fast-paced rounds of combat. Some fighters use special attacks involving swords, throwing weapons, or magic; matches are accompanied by battle cries and exaggerated impact effects. Cutscenes also depict instances of violence, such as characters getting struck down with swords in slow motion. Most female fighters are dressed in revealing outfits (large amounts of cleavage); their breasts frequently jiggle while standing or fighting. Some bikini-style costumes (with narrow strips of cloth) barely cover fighters' bodies, exposing large amounts of breasts/buttocks; one hologram-like figure appears to be nude—though her reflective skin obscures any discernible details (i.e., nipples or genitalia). In some sequences, players have the ability to zoom in on female fighters' cleavage, posterior, or underwear, and take pictures.",M,ESRB
7327,1,Any[],8,"This is a driving simulation game in which players can select from hundreds of cars from real-world manufacturers and drive them through tracks modeled after competitive racing circuits. Players are encouraged to use proper driving techniques as they compete through time trials and international racing events. Some song lyrics contain allusions to suggestive content (e.g., 'Got me caught without my pants . . . She do kill it'), while the title of one song contains the word 'scumbag.'",E,ESRB
1331,1,Any[],9,"This is an action game in which players assume the role of Sly Cooper, a master thief on a quest through time to save his clan's legacy. Players control Sly and his friends as they run and jump through levels, using melee attacks (e.g., bouncing on enemies' heads) and various weapons (e.g., swords, stun guns, oversized bombs) to defeat whimsical animals. Fighting sequences include occasional gunfire effects; enemies generally disappear amid puffs of smoke/scattered coins. One prison scene depicts machines that continuously tickle, slap, and kick restrained characters. During the course of the game, a handful of female characters are dressed in outfits that expose moderate cleavage. One mini-game depicts a hippo dancing suggestively for nearby soldiers; another sequence requires players' character (a female fox) to distract enemy guards with her dance moves (“Shake it!” and “Move that thing!” can be heard in the background). An Old West-themed level depicts barrels/bottles labeled “hooch” and “XXX.” One boss character is portrayed with a lit cigar in his mouth.",E10,ESRB
1192,1,Any[],10,Teen,T,ESRB
7334,1,Any[],8,"World of Goo is point-and-click puzzle game in which players guide goo-like creatures toward level goals. Players can create support structures and bridges from the goo creatures to help navigate hazards. Some levels require setting the creatures on fire, escaping from a churning ('regurgitating') stomach, and using creature pieces to float away.",E,ESRB
26193,1,Any[],10,Null,T,ESRB
1341,1,Any[],11,Null,M,ESRB
2207,1,Any[],8,Null,E,ESRB
8222,2,Any[49],4,"The content of this game is suitable for persons aged 16 years and over only.
It contains: Realistic looking violence.",Sixteen,PEGI
5601,1,Any[],8,"This is a side-scrolling platformer game in which players control a small spherical character in its quest to rescue friends. As players traverse through colorful levels, they defeat enemies by swallowing them, spitting back projectiles or using “cartoony” weapons (e.g., swords, whips, bows). In a handful of sequences, players can mount turrets and shoot projectiles at obstacles and boss characters. Damage is indicated by impact sounds and colorful light effects.",E,ESRB
912,1,Any[],10,"This is a first-person shooter in which players compete in a ""kill-or-be-killed""-style TV program. Cartoonlike characters use frying pans, golf clubs, barbeque forks, machine guns, flamethrowers, knives, and swords to kill other actors on the TV/movie sets. Characters are often guided by the instructions and prompting of a TV/movie director. As the characters run around various sets, they are rewarded with notoriety, fame, and points for creative kills. Brightly-colored bloodstains sometimes appear when characters are hit; small bloodstains occasionally appear on floors and walls. Players are also assisted by environmental traps (e.g., electric currents, fiery gas explosions, and movable floors), which can kill several characters at once. Guards will occasionally zap characters with tasers for failing to observe in-game rules, such as refraining from killing innocent or non-targeted characters.  Some female characters are depicted in bikinis, low-cut clothing, bunny outfits, and showgirl costumes that expose a lot of cleavage. A movie set displays a call sheet that details a bedroom scene, with the text ""Please Note: As this scene involves nudity, ONLY the involved actors, the assigned camera op and the director should be present."" During the course of the game, characters may use toilets and can be seen sitting on toilet bowls as they groan and emit flatulence. Items such as beer bottles, wine bottles, kegs, and tequila appear in the game; players are also able to consume beer. Some dialogue contains language such as ""a*s,""""damn,"" and ""hell,"" as well as references to drugs (e.g., ""toker,""""reefer,""""bongwater,"" and ""weed"").",T,ESRB
120,1,Any[],11,"This is a role-playing game (RPG) in which players control a group of mythical warriors through missions and battles in the ravaged lands of Ferelden. The combat system in the game is similar to other third-person role-playing games where the user does not usually have direct control over combat moves. Instead, players select a target (e.g., soldier, stone golem, dragon, bear, etc.) and an action (e.g., ""attack,""""kill,"" and magic spells), then watch as the game executes the move. Players use swords, axes, knives, and magic to attack enemies that react to damage by emitting splashes of red blood; pools of blood are occasionally depicted near dead bodies as well. The most intense instances of violence occur when players have the option to kill non-combatant civilians: A prisoner can be stabbed to death in order to steal a key; a merchant who overcharges refugees can be slashed in the throat; and a boy possessed by an evil demon can be killed off-screen. During the course of the game, players are able to visit a brothel where a hostess asks what they are interested in. If players select ""Surprise me,"" they can sometimes wind up face-to-face with a woman, a man, a transsexual, or an animal; sexual activity is never depicted during these brothel encounters. Players can also initiate brief cutscene sequences in which couples (male and female or same sex couples) can be depicted kissing, embracing, and caressing one another as the screen fades to black. Though the game never features  human  nudity, one female demon character is briefly depicted with bare breasts. Some profanity (e.g., ""sh*t,""""b*tch,"" and ""a*s"") can be heard in the dialogue.",M,ESRB
3035,1,Any[],11,"This is an action role-playing game, set in a post-apocalyptic Mojave Desert, in which players assume the role of a survivor hero who investigates a mystery and performs a series of quests. Missions allow players to explore the Mojave Desert, surrounding casinos, and abandoned facilities; other quests involve combat with human and mutant survivors. Players use chainsaws, laser rifles, knives, and sledgehammers to kill enemies. Fighting can be frenetic and intense, highlighted by various camera effects (e.g., slow motion, blurring, screen shakes) and depictions of dismemberment, blood spray, and blood trails. In one sequence, players can choose to activate a collar bomb around a slave-woman's neck, resulting in depictions of blood and gore. During the course of the game, players will encounter male and female prostitutes: the screen fades to black as suggestive dialogue is heard in the background (e.g., ""Nice charlies, too! Give them a shake for the Ben-man, will ya?""); there is also an extended sequence suggesting (no depiction) sexual activity with a robot (e.g., ""Fisto reporting for duty . . . Please assume the position,""""I suppose I should test you out . . . Servos active!"" and ""Something wrong with someone if they got to f**k a machine.""). The storyline sometimes references a fictional drug called ""chems,"" as well as ""Day Trippers,""""cracked out junkies,"" and ""degenerate, drug-addicted killers."" Players' Character can be seen consuming the drugs, which sometimes leads to a screen-blurring effect.",M,ESRB
43,1,Any[],11,"This is a fantasy role-playing game in which players assume the role of Dovakin, a prophesied figure with the power to combat dragons in the fictional world of Skyrim. As players traverse through mountainous ""open-world"" environments, they complete missions and quests that impact the eventual fate of their character. Players use swords, bows and arrows, axes, and magic attacks (e.g., fireballs, ice shards) to kill various enemies (e.g., wolves, dragons, human bandits and soldiers). As players engage in melee-style combat, some sequences are highlighted by slow-motion effects, particularly for decapitations. Large blood-splatter effects also occur during combat, and some environments are stained with blood or body parts (e.g., heads impaled on spikes). Some sequences allow players to injure/kill nonadversary characters, including prisoners chained to a wall; they scream in pain amid splashes of blood or fire. As the game progresses, the dialogue and on-screen text contains references to sexual material (e.g., “. . . all the whores your heart, or any other organ, desires,”“She . . . raped the men as cruelly as Bal had ravished her,” and “Remember when you thought [he] was . . . intent on making you . . . into his personal sex slave?”). Alcohol such as wine, mead, and ale can be purchased and consumed by players' character throughout the game; in one sequence, players can engage in a drinking contest with another character, which eventually results in slurred speech (e.g., “One more. No problemsh . . . Thash grape!”).",M,ESRB
826,1,Any[],11,"This is a first-person shooter in which players assume the role of Maj. Fletcher, a soldier tasked with protecting a futuristic city from intelligent machines. Players use machine guns, plasma rifles, pulsar canons, and explosives to destroy robots and cyborgs in frenetic combat. Firefights are highlighted by cries of pain, realistic gunfire, and large explosions; some partially-human enemies emit blood effects when shot. A variety of comic book–style cutscenes also depict characters being killed/dismembered by mechanical creatures. In some playable sequences, players can shoot human corpses, resulting in scattered limbs and large splashes of blood. During the course of the game, one city billboard depicts a topless woman in the background. The word “f**k” can be heard in the dialogue.",M,ESRB
6250,2,Any[49],3,"The content of this game is suitable for persons aged 12 years and over only.
It contains: Realistic looking violence towards non human looking characters - Violence that is not shown but is implied.",Twelve,PEGI
832,1,Any[],10,"This is a strategy role-playing game in which players assume the role of a pirate who must conquer rival factions in 16th- to 18th-century Europe. From a top-down perspective, players use swords, muskets, and cannon balls to defeat other pirates and enemy soldiers. These land and sea battles are accompanied by gunfire, sword-clanging sounds, and explosions; enemies cry out when hit and collapse to the ground when killed. In battle, players can use bottles of grog to restore characters' health; a variety of sequences contain other references to alcohol (e.g., “I'm laughing so hard I nearly spilled me rum,”“The ramblings of drunken sailors . . .” and “Where do pirates drink their beer?”). In one scene, a couple of characters allude to marijuana plants: “I trap here, mon. Got too much bad weed”/“Heh, I thought you meant the other kind of weed.” During the course of the game, players can uncover hidden jokes—some of which contain questions/answers that are sexual in nature (e.g., Q: “How does a pirate greet a prostitute?” Q: “What's a horny pirate's worst nightmare?” A: “A sunken chest with no booty,” Q: “How does a pirate tell his wench he wants to have sex?”). The words “a*s” and “bastard” appear in the dialogue.",T,ESRB
19686,1,Null,8,Null,E,ESRB
