id,change_date_category,country,created_at,description,developed,logo,name,slug,start_date,start_date_category,updated_at,url,websites,checksum
290,7,208,1302566400,"IO Interactive was founded in September 1998 in Copenhagen, Denmark by the Reto-Moto development group. To date, their most popular franchise is the critically acclaimed Hitman series. IO Interactive remained a subsidiary of Square Enix until 2017, when its parent started seeking buyers for the studio. IO Interactive completed a management buyout, regaining their independent status and retaining the rights for Hitman and Freedom Fighters, in June 2017. 
 
- 
 
Formerly called 
ASX Nr. 14.811 ApS (1990–1991) 
Mermaid Invest ApS (1991–1998) 
IO Interactive ApS (1998–2000) 
 
Parent company 
Square Enix (2003–2017) 
- 
 
It’s simple. Io-Interactive is here to deliver exciting world class entertainment, and we want our games to play and feel like the people who created them. It is our way of making sure that we will always deliver something unique and interesting. This requires not only lots of work but also lots of guts, talented people and a great working environment and we do our utmost to have all of this. 
 
We’re doing as much as we can to make IOI feel like a second home. We meet in the morning and share breakfast, eat lunch together and party together. On Fridays we sometimes have our Friday bar – either planned as a big thing where we run around in the building with laser guns – or just spontaneously started somewhere in the building. Every now and then we have IOI days where we can dig into our pet projects or attend presentations from colleagues or external experts on everything game related. 
 
Around Christmas, we usually have the house full of all our kids making ginger bread houses and paper cuttings. In the summertime there are often football games going on and besides these three cornerstones of Denmark (food, beer and football) there’s a thing like the monthly board game night where we just go totally analogue. 
 
~ IO Interactive","Any[488, 530, 719, 748, 1048, 1049, 1050, 2192, 5567, 7032, 11157, 20084, 20749, 53243, 76413, 76414, 76415, 91021, 91022, 91023, 91024, 91025, 96140, 99073, 103210, 113533, 134595]",983,IO Interactive,io-interactive,904608000,1,1587168000,https://www.igdb.com/companies/io-interactive,Any[486],6de2a7a1-72a7-e4db-6f00-d469a61938af
263,0,392,1302480000,Null,"Any[1200, 1206, 1235, 1240, 1241, 1242, 1243, 1244, 1245, 1246, 1248, 1249, 2736, 2752, 3243, 3338, 3588, 3872, 3889, 3890, 3891, 3913, 3986, 4021, 4064, 4076, 4207, 4244, 4596, 4872, 4959, 5207, 5208, 5209, 5756, 5881, 6081, 6455, 6456, 6457, 6492, 6493, 6822, 6929, 7160, 7188, 9763, 10386, 11603, 11705, 11739, 12192, 12337, 12846, 13425, 13893, 13898, 13899, 14691, 14749, 14750, 14751, 14753, 14754, 14755, 15535, 17282, 17283, 18022, 18275, 18328, 18330, 18381, 18382, 18401, 18621, 18666, 18696, 18697, 18698, 18699, 18758, 18787, 19510, 19776, 20133, 20259, 20611, 21674, 21681, 21687, 21689, 21692, 21840, 22702, 23012, 28394, 36833, 37836, 38035, 38036, 38037, 38471, 38526, 38551, 38559, 38745, 39492, 39934, 39952, 39967, 39968, 40067, 42080, 42099, 42866, 44106, 45160, 48025, 48592, 48597, 63313, 64448, 68378, 85698, 107012, 129113, 129114, 130689, 132160]",79,Namco,namco,-460339200,0,1588809600,https://www.igdb.com/companies/namco,Any[742],d1c078a7-b521-478e-28d6-202a5a09da1f
73,7,840,1300147200,Aspyr Media specializes in porting video games from Microsoft Windows to OS X and Linux.,"Any[2767, 3765, 3941, 13138, 13139, 13140, 17573, 22288, 75690, 90106]",450,Aspyr Media,aspyr-media,828230400,3,1587168000,https://www.igdb.com/companies/aspyr-media,Any[308],caa343c4-1fa0-f4c2-7544-e7760097f3ec
3701,7,840,1411862400,"Maybe you've heard of some awesome collaborations such as Cave Story (various platforms). Or you've played VVVVVVon the Nintendo 3DS--even possibly our internally developed ambient, platform-puzzle game NightSky (various platforms). There are also some of our upcoming games like The Binding of Isaac: Rebirth, 1001 Spikes, Legend of Raven and '90s Arcade Racer.","Any[7789, 8214, 8617, 13177, 15128, 26364, 37032, 51541, 101152]",984,"Nicalis, Inc.",nicalis-inc,1199059200,2,1587168000,https://www.igdb.com/companies/nicalis-inc,Any[1258],8eae285a-e67d-43cb-04cd-7e6a4feb4e81
3087,7,840,1403827200,Null,"Any[7444, 20027, 23910, 26848, 27241, 27242, 122097]",2934,Yacht Club Games,yacht-club-games,Null,7,1581120000,https://www.igdb.com/companies/yacht-club-games,Any[2999],dd17a6b0-f3d2-6ab5-6169-b83379dfe8e8
634,7,840,1318032000,"Compact and powerful, our team of industry veterans and pioneers possess the knowledge, resources, and passion to turn projects of all sizes into a smashing success. Whether your project needs our help from the initial concept phase, or it just needs a good kick in the pants on its way out the door, we are here to help. 
 
We encourage all of you artists and fans to support independent artists worldwide by seeking them out, spreading the word about things that are good, and paying a fair price for their product as directly as possible. Because it matters. 
 
Thanks for stopping by. Let's get a beer sometime! 
 
Devolver won't just release your film. We take on just a few titles at a time, so we can jump in with both feet and treat each one like we made it ourselves. 
 
We craft a unique strategy for every title, with an aim to place it on all the right platforms in the best possible order to maximize your return and visibility. 
 
Digital distribution is changing fast - new outlets spring up every week, old ones falter, and the ecosystem changes constantly. That's why we're always adding finesse and up-to-the-minute options to craft the very best strategy for your film. We work hard to retain the best relationships for placement on existing platforms, and we're always adding new ones when they start doing enough business to matter for you. 
 
We love to get our hands dirty to reach your fans in all the places they might be found – and we'll help you make the most noise, so those fans can find you.",Null,2128,Devolver Digital,devolver-digital,Null,7,1588032000,https://www.igdb.com/companies/devolver-digital,Any[436],058f1586-ca33-28cc-970b-99b7d67ca917
294,0,840,1302566400,"Telltale Games is redefining the way the games industry works. Telltale fosters a creative, fun, and entrepreneurial environment. As an employee, you will have a loud voice. Lots of companies talk about open work environments and teamwork, but we LIVE IT. 
 
In the midst of releasing The Walking Dead: The Final Season, the company was forced to initiate a ""majority studio closure"" after their last investor had pulled out of funding. Telltale announced on September 21, 2018, that it had let go of all but 25 of its staff as part of this closure, with the remaining skeleton crew completing specific obligations, such as finishing the Minecraft: Story Mode project porting to Netflix. Telltale Games filed for assignment in October 2018.","Any[64, 854, 862, 1871, 2047, 2993, 3015, 3097, 3232, 4780, 4781, 4782, 6707, 6778, 7025, 7610, 7633, 8040, 8339, 9463, 9534, 11204, 11307, 14746, 15995, 18874, 19000, 19268, 19361, 26165, 26638, 26964, 26993, 27821, 27822, 27824, 27825, 27826, 27835, 27836, 27837, 27838, 27839, 28984, 41623, 44158, 51524, 51525, 69160, 69168, 73262, 77489, 78249, 78250, 78251, 78252, 78253, 80910, 81096, 81097, 81098, 81099, 81123, 81262, 81263, 81266, 81268, 81269, 85612, 91033, 91295, 91296, 91297, 91298, 91299, 95005, 95009, 95010, 95011, 96066, 103355, 106205, 106206, 106207, 106208, 106209, 107114, 110328, 113295, 114940, 114941, 114942, 114943, 114944, 115071, 115072, 115575, 118722, 127032, 127034, 127035, 127037, 127038, 127039, 127040, 127041, 127042, 127043, 127054, 127055, 127056, 127057, 127058, 127059, 127060, 127061, 127062, 127063, 127064, 127065, 127066, 127067, 127068, 127069, 127070, 127071, 127072, 127107, 127108, 127109, 127110, 127111, 127131, 127132, 127133, 127134, 127560]",252,Telltale Games,telltale-games,1086048000,1,1587600000,https://www.igdb.com/companies/telltale-games,Any[1213],40ae3ab6-80e3-4d0a-bed1-5356c18dca8b
41,7,840,1300060800,Null,"Any[115, 120176, 124700, 124701, 126459, 126460]",3146,Riot Games,riot-games,1156982400,0,1583020800,https://www.igdb.com/companies/riot-games,Any[13],28de6ab7-2621-d382-c318-24ec77a18070
12,7,Null,1298937600,Null,"Any[13, 14, 84, 753, 832, 876, 5621, 8829, 21584, 51818, 69782, 79217]",62,Black Isle Studios,black-isle-studios,828230400,3,1585526400,https://www.igdb.com/companies/black-isle-studios,Null,e3bba719-513a-4a61-2569-309474a3c6c9
224,7,840,1302220800,Null,"Any[342, 490, 2947, 8505, 10680, 19730, 50347, 103174, 115873, 121752]",425,3D Realms,3d-realms,567907200,2,1587168000,https://www.igdb.com/companies/3d-realms,Any[166],8f441ec5-1af1-cded-4ee3-8a6461368746
191,7,392,1301961600,Null,"Any[2109, 2827, 2829, 2830, 2831, 2832, 3580, 103371, 110337]",1655,Imagineer,imagineer,507168000,0,1588723200,https://www.igdb.com/companies/imagineer,Any[21],90ad6ca8-3815-f92b-36bd-850eef8e43f3
1443,7,203,1382227200,SCS Software is Prague-based game developer.,"Any[3070, 6653, 9667, 10068, 11427, 11428, 11429, 23478, 24491, 26252, 26253, 26254, 26814, 27641, 44120, 71733, 75672, 76432, 78871, 118305, 119379, 119380, 120325, 125011, 125025]",1492,SCS Software,scs-software,859766400,3,1587168000,https://www.igdb.com/companies/scs-software,Any[451],cc476c1e-5a14-56f8-cf1d-fed1dff0a221
3115,7,410,1406073600,"Bluehole History 
We joined together to make the best MMORPG in the world 
in order to satisfy the needs of gamers everywhere.","Any[7533, 11827, 19323, 116577]",1152,Bluehole Studio,bluehole-studio,1199059200,2,1581552000,https://www.igdb.com/companies/bluehole-studio,Any[872],56cf386e-4222-d7c4-117b-8492eeb23dcf
7263,7,36,1447977600,"""Team Cherry is an indie games developer in Adelaide, South Australia. Our mission is to build crazy, exciting worlds for you to explore and conquer. We happily spend hours and hours lovingly cramming these worlds full with intense battles, memorable characters and mysterious secrets.""","Any[14593, 105420, 106817, 106818, 109287, 115289, 128651]",642,Team Cherry,team-cherry,1406851200,0,1587168000,https://www.igdb.com/companies/team-cherry,Any[734],ac47b57c-c7ad-383e-7bfc-81e0e9a6549c
248,7,392,1302220800,"Bandai and NAMCO have both fundamentally been entertainment companies. By combining and enhancing Bandai's expertise in character merchandizing and NAMCO's creative strengths through the new BANDAI NAMCO Entertainment, we will provide a new level of sophistication in entertainment.","Any[1236, 1237, 1238, 1247, 1351, 1629, 2559, 2569, 2573, 4659, 4660, 4834, 5024, 5047, 5048, 5264, 5275, 5276, 5323, 5478, 5494, 6458, 6460, 6861, 7013, 7014, 7015, 7191, 7376, 7441, 7464, 7465, 7660, 9621, 11743, 14704, 18138, 18376, 19840, 20401, 25074, 25172, 25650, 26906, 26991, 28186, 36794, 39342, 41058, 42710, 44154, 47292, 48711, 49117, 51463, 51464, 51686, 51687, 51689, 52002, 52003, 52004, 52005, 54539, 54778, 54783, 56144, 59914, 68105, 68441, 72764, 74176, 74300, 75731, 75732, 75966, 76242, 76260, 76736, 85664, 86532, 89871, 90008, 90009, 90010, 95014, 96136, 97043, 100393, 102088, 105417, 107319, 109261, 109263, 109264, 109283, 112300, 112429, 112431, 112658, 117667, 118316, 119270, 120305, 122292, 122320, 124347]",463,Bandai Namco Entertainment,bandai-namco-entertainment,1427846400,1,1588464000,https://www.igdb.com/companies/bandai-namco-entertainment,Any[1279],6739cbbf-bafe-f8ab-1f91-89db7ecc04a4
1418,7,826,1381708800,Null,"Any[3019, 27441, 67195, 128191]",870,Chucklefish Games,chucklefish-games,1325289600,2,1587168000,https://www.igdb.com/companies/chucklefish-games,Any[691],341a1357-fc6a-105c-d283-fef92b37fad7
99,1,840,1300406400,Null,"Any[22830, 26819, 43557, 44994, 49954, 131184]",247,The 3DO Company,the-3do-company,694137600,2,1583193600,https://www.igdb.com/companies/the-3do-company,Null,5f0764d8-261a-e055-0e95-8928bf4e7955
50,7,840,1300060800,"WB Games, also known as Warner Bros. Interactive Entertainment, is a division of Warner Bros. Most notably known for their Batman, Injustice, Middle-earth, Mortal Kombat, and LEGO games.","Any[1617, 3786, 3979, 6306, 8076]",1231,WB Games,wb-games,757296000,2,1587168000,https://www.igdb.com/companies/wb-games,Any[924],ad9dfc01-bb3c-eb3b-9e97-30b4a6e32885
4291,7,616,1418515200,"CD Projekt S.A. is a Polish video game developer, publisher and distributor based in Warsaw, founded in May 1994 by Marcin Iwiński and Michał Kiciński. 
 
Subsidiaries: 
- CD Projekt RED 
- GOG 
- Spokko",Any[122661],3079,CD Projekt,cd-projekt,788832000,2,1581465600,https://www.igdb.com/companies/cd-projekt,Any[473],a19db8b8-ebdd-feb7-ef75-b0759d376293
4034,7,276,1415059200,European Subsidiary of Nintendo,Null,891,Nintendo of Europe,nintendo-of-europe,644198400,0,1585094400,https://www.igdb.com/companies/nintendo-of-europe,Any[1227],5384c073-35f4-967d-6e7c-06f73d91ff61
712,7,840,1321488000,Null,"Any[898, 1051, 2845, 5223, 5243, 11073, 13151, 77221, 78429]",1258,EA Mobile,ea-mobile,1104451200,2,1583798400,https://www.igdb.com/companies/ea-mobile,Any[264],320dc3b4-5481-9a9d-f11b-98fc0f523e7a
5542,7,124,1431475200,"Matt Thorson is Indie Game Developer who makes games the way he wants to make them, with a focus on mechanics, minimalism and expression. He work alone or in small teams of friends.","Any[9567, 14724, 21598, 26226, 109280, 109281, 122556, 133331]",521,Matt Makes Games,matt-makes-games,Null,7,1587168000,https://www.igdb.com/companies/matt-makes-games,Any[351],9698c00b-9873-504f-ef7b-782c60ae1770
11662,7,840,1480636800,Null,Null,Null,Annapurna Interactive,annapurna-interactive,Null,7,1588550400,https://www.igdb.com/companies/annapurna-interactive,Any[2931],42c677d9-0e29-be96-f5af-e6ee088a5105
15527,7,Null,1526774400,Null,Any[9643],Null,3909,3909,Null,7,1567641600,https://www.igdb.com/companies/3909,Null,0fc374f5-7d18-96ad-41ba-8be20bf5a4aa
327,2,840,1302739200,"Midway Games was an American video game company dedicated to the developing and publishing of video games. Midway's franchises included Mortal Kombat, Rampage, Spy Hunter, NBA Jam, Cruis'n, and NFL Blitz. Midway also acquired the rights to video games that were originally developed by Williams Electronics and Atari Games, such as Defender, Joust, Robotron 2084, Gauntlet, and the Rush series.","Any[333, 812, 1610, 1613, 1615, 1620, 1622, 1623, 3429, 3430, 3471, 3535, 3567, 3628, 3702, 3703, 3895, 3918, 4121, 4166, 4366, 5753, 5844, 5851, 5992, 6152, 6921, 7106, 10163, 12868, 18632, 19712, 20298, 26635, 28379, 71407]",1250,Midway Games,midway-games,-347241600,2,1582070400,https://www.igdb.com/companies/midway-games,Null,31ddb2e0-efaa-99d1-dd30-16d7b1e53e2d
5462,7,840,1431129600,"Reborn in 2014, Finji was originally founded by Adam and Rebekah Saltsman in 2006. Our mission is to make new games and create new opportunities. We are based in Grand Rapids, Michigan, but collaborate with talented individuals from all over the place. We are passionate game makers who sometimes work odd hours, but we practice inclusive team policies that support good quality of life (no crunch), and provide significant revenue shares for all team members",Any[16607],1916,Finji,finji,1419984000,2,1587168000,https://www.igdb.com/companies/finji,Any[1470],e2239a91-0273-8e4b-1709-b0f531a3aa8c
24,2,840,1299283200,Null,"Any[29, 222, 1927, 2910, 2911, 7723, 8828, 36288]",43,Sierra Entertainment,sierra-entertainment,291686400,3,1585872000,https://www.igdb.com/companies/sierra-entertainment,Null,d3217158-f1bd-69a8-f240-9fa771aa9e92
594,7,250,1317686400,Microïds is a French software brand belonging to Anuman that publishes and develops video games. In recent years the company's collection of brands and game licenses has grown since being a part of MC2 France. In late 2007 the Microïds brand was relaunched and since the beginning of 2010 Microïds has been a part of Anuman.,"Any[890, 6175, 9091, 9194, 11048, 18334, 111160]",1861,Microïds,microids--1,504835200,2,1582156800,https://www.igdb.com/companies/microids--1,Any[1378],1a8a43ce-ec89-a549-acc9-f1ad78500d81
907,0,840,1357603200,Null,"Any[18979, 19248, 21605, 22281, 23700, 24132, 28193, 28194, 28196, 28197]",Null,Sony Computer Entertainment of America,sony-computer-entertainment-of-america,Null,7,1586908800,https://www.igdb.com/companies/sony-computer-entertainment-of-america,Null,67cb6378-95e2-44b4-b8d1-b82a9731e3f7
517,7,752,1317686400,"For over a decade, Paradox Interactive has been a leading global publisher of PC-based strategy games with a particularly strong presence in the United Stated and Europe. Its steadily-growing portfolio includes firmly established PC franchises such as the critically acclaimed Europa Universalis and Crusader Kings series of games, created by Paradox Development Studio, as well as the award-winning Magicka and Mount & Blade titles.","Any[682, 683, 684, 741, 743, 2036, 2037, 10269, 10270, 11035, 11036, 11037, 11039, 15078, 23708, 52788, 52813, 52971, 119963]",26,Paradox Interactive,paradox-interactive,915062400,2,1587340800,https://www.igdb.com/companies/paradox-interactive,Any[548],3c7c2044-7a8c-266e-46bc-4b432a1b27a0
928,7,840,1364169600,"Supergiant Games is an American video game development company based in San Jose, California. It was founded in 2009 by Amir Rao and Gavin Simon, and currently consists of employees in San Jose and other locations. Several of its team members were former developers from the Electronic Arts Los Angeles studio, which developed the Command &amp; Conquer series of video games.

Their first game, Bastion, received high critical praise, including being listed among several ""Game of the Year"" lists from game journalists. It was first shown in mid-development at the 2010 Penny Arcade Expo as part of its ""PAX 10"" highlight ten upcoming independently developed games. This attracted several publishers who wanted to help distribute the game, but Supergiant Games found that Warner Bros. Interactive Entertainment shared the same vision they had for the game. Supergiant selected them as their publishing partner, enabling them not only to distribute the game to Xbox Live Arcade but as a premiere title during the 2011 ""Summer of Arcade"" promotion.

In March 2013, Supergiant Games announced their next title, Transistor, released on May 20 2014. A promotion video was released March 19. The game features a female protagonist, Red, in a cyberpunk-like city, who had gained possession of a powerful weapon that she is nearly killed for possessing. The game features a similar isometric viewpoint to Bastion. Transistor was similarly met with critical acclaim with an average critic score of 83 on Metacritic.","Any[1983, 3022, 18822, 113112]",624,Supergiant Games,supergiant-games,1262217600,2,1587168000,https://www.igdb.com/companies/supergiant-games,Any[1351],790bf153-be5f-5455-95bc-be17738316db
256,7,410,1302480000,"NCSOFT, established in 1997 and headquartered in Seoul, South Korea, quickly became a key leader in online games with the successful launch of its flagship product, Lineage. Today, NCSOFT’s reach has expanded to include offices worldwide including locations in Korea, Taiwan, China, Japan, the United Kingdom, and the United States. The company operates many of the most successful and influential massively multiplayer online games on the market, games that have been enjoyed by tens of millions of players around the world. By leveraging its expertise, talent, and infrastructure, NCSOFT has become one of the leading online gaming publishers in the world. 
 
NCSOFT West is the organization responsible for all of NCSOFT’s initiatives across the Americas, Europe, Australia and New Zealand. Comprised of incredible talent throughout the company including our world class Development Studios, best in class support infrastructure, and industry leading Publishing Organization, NCSOFT West is committed to bringing extraordinary games to passionate gamers in markets across the world. 
 
In 2015, NCSOFT West is expanding its existing portfolio of Korean-developed games, which includes such critically-acclaimed games as Aion and Lineage II, by bringing the highly anticipated Blade & Soul to Western territories. Additionally, US-based titles such as WildStar and ArenaNet's Guild Wars 2 are being developed in the West for release world-wide. Finally, with the creation of a new studio in San Mateo, NCSOFT is expanding into the mobile arena. Combined with positive growth in company leadership driving these initiatives forward, NCSOFT West is poised to continue its growth, investment, and leadership in the West through 2015 and beyond.","Any[2971, 19841, 21407, 23355, 69007, 78247, 109600, 117297]",1317,NCsoft,ncsoft,883526400,2,1585267200,https://www.igdb.com/companies/ncsoft,Any[1360],83a73483-e358-7350-e898-bc71271d2c5a
5,7,840,1297814400,"Founded in 1983, Interplay Entertainment is a developer, publisher and licensor of video game software headquartered in Southern California.

Interplay originally published successful titles in the Role-Playing Game (RPG) genre, including hits like Fallout® 1 &amp; 2, Planescape: Torment and the Baldur's Gate series.

We have produced and licensed titles for many of the most popular interactive entertainment software platforms in the action/arcade, adventure/RPG and strategy/puzzle categories.

Our portfolio of well recognized Intellectual Properties includes Battlechess, Clayfighter, Dark Alliance, Descent, Earthworm Jim, Freespace, Giants, Messiah, MDK, Run Like Hell and Sacrifice amongst others.

We seek to publish or license out interactive entertainment software titles that are, or have the potential to become, franchise software titles that can be leveraged across several releases and/or platforms, and have published or licensed many such successful franchise titles to date.","Any[253, 775, 3460, 3461, 5391, 12509, 15010, 15011, 15152, 18153, 45878, 130687, 130816]",955,Interplay Entertainment,interplay-entertainment,441676800,2,1584835200,https://www.igdb.com/companies/interplay-entertainment,Any[1036],f6dc3537-675f-4f70-c88e-7f2b32a232a4
29,0,840,1299974400,Null,"Any[25076, 43853, 52189, 59587, 59848, 59849, 86868, 88952]",6,Rockstar Games,rockstar-games,Null,7,1588464000,https://www.igdb.com/companies/rockstar-games,Any[401],ef5f1b48-8551-3a5e-3b7d-3f5dff337230
2850,7,840,1398902400,North American (USA) subsidiary of Nintendo,Null,890,Nintendo of America,nintendo-of-america,315532800,0,1588550400,https://www.igdb.com/companies/nintendo-of-america,Any[895],a8ccd4da-ac1d-f0a9-121c-4fc40a21c7da
36,7,752,1300060800,"Frictional Games AB is an independent Swedish video game developer based in Helsingborg, founded on 1 January 2007 by Thomas Grip and Jens Nilsson. The company specializes in the development of survival horror video games, and is best known for its titles like Amnesia: The Dark Descent, Penumbra and Soma. Developers of Frictional Games keep updated their personal blog, called ""In The Games Of Madness"", where they talk about life in Frictional, developers bio and how a videogame is build up, analyzing the particularly gameplay settings of the most famous game.","Any[111, 2045, 8944, 8945, 9727, 15534, 25082, 27840, 131785]",2082,Frictional Games,frictional-games,1167523200,2,1587168000,https://www.igdb.com/companies/frictional-games,Any[10],831e925b-bcc4-46db-5c36-3e4d20bb2b4f
711,7,840,1321488000,"Psyonix is an American video game development studio based in San Diego, California. The company focuses on its own development, as well as contributing to larger companies and publishers utilizing the Unreal Engine. Psyonix was founded in the year 2000 by Dave Hagewood, after developing Internet and multimedia software under the name WebSite Machines. Its first game project was Proteus.","Any[5627, 7378, 11009, 11198, 41620]",559,Psyonix,psyonix,978220800,2,1587168000,https://www.igdb.com/companies/psyonix,Any[958],f9ec1fd9-625e-756f-3cef-eda6e711ab04
2245,7,840,1391731200,"Big Fish Games is a casual game company based in Seattle. Founded in 2002, it is a developer, distributor, and publisher of casual games for computers and mobile devices. Through its mobile and online distribution platforms, Big Fish has distributed more than 2.5 billion games to customers in 150 countries from a growing catalog of 450+ unique mobile games and 3,500+ unique PC games. January 11, 2008 
 
After successfully transitioning from a PC-centric to a mobile-centric company, Big Fish has emerged as a top-grossing mobile publisher worldwide with a portfolio that includes the #1 mobile social casino game, Big Fish Casino. The company is headquartered in Seattle, WA, with a regional office in Oakland, CA.","Any[890, 5040, 16175, 16176, 16177, 16178, 16179, 16180, 16181, 16182, 52632, 54027, 54317, 64720, 84272, 106968, 116973]",3098,Big Fish Games,big-fish-games,1041292800,2,1585699200,https://www.igdb.com/companies/big-fish-games,Any[3321],3f5b503f-1957-70db-3688-8cb9eca66c34
66,7,840,1300147200,"For more than 30 years, Activision has been changing the way people play.  In the process, we have built one of the largest portfolios of recognized brands and today we are one of the most valuable interactive entertainment companies in the world.

Founded in 1979 as the first independent video game software developer and distributor, the company launched a series of multi-million unit selling titles in the early 1980s for the Atari 2600 including Pitfall, Kaboom! and River Raid.   And since then, Activision has created some of the most iconic and memorable game experiences of all time.","Any[613, 658, 742, 760, 784, 785, 1621, 1955, 2232, 2303, 3766, 4099, 4450, 4736, 4738, 5410, 5411, 5693, 5704, 6054, 6112, 6125, 6285, 7809, 8016, 8788, 9752, 11151, 11266, 11855, 12115, 12131, 12133, 12149, 12179, 12248, 12309, 12311, 12312, 12318, 12460, 12765, 12974, 15756, 15766, 16583, 16631, 18032, 18033, 18034, 18045, 18103, 18105, 18408, 18410, 18529, 18530, 18531, 18580, 18669, 18675, 18695, 18902, 19189, 22733, 23685, 23843, 24509, 24667, 24685, 25619, 25706, 25732, 25833, 25938, 26218, 26392, 28853, 36810, 41134, 46885, 47277, 55103, 55104, 55105, 57656, 64208, 73208, 106805, 122863, 128644]",31,Activision,activision,307584000,0,1586995200,https://www.igdb.com/companies/activision,Any[1265],7a2789e6-fbfc-03f2-944c-fc427ce17b96
51,7,840,1300060800,"By focusing on creating well-designed, highly enjoyable entertainment experiences, Blizzard Entertainment has maintained an unparalleled reputation for quality since its inception.","Any[120, 123, 129, 130, 132, 133, 227, 228, 229, 230, 239, 452, 453, 455, 456, 457, 458, 1253, 1279, 1332, 3157, 3182, 7313, 8173, 11355, 11593, 11704, 19162, 21971, 21973, 21974, 21975, 21976, 21977, 25601, 25683, 27429, 38659, 44544, 46441, 46986, 47452, 51293, 52016, 75379, 75380, 76152, 77210, 96374, 105125, 111650, 111651, 111652, 111655, 118848, 121499, 125165, 125174, 125175]",29,Blizzard Entertainment,blizzard-entertainment,765072000,3,1576972800,https://www.igdb.com/companies/blizzard-entertainment,Any[690],8be412fa-b765-5d4b-be7a-7328294a7fa3
45,0,392,1300060800,Null,"Any[1594, 4126, 7287, 18824, 28530, 88893]",885,"Sony Computer Entertainment, Inc. (SCEI)",sony-computer-entertainment-inc-scei,753408000,0,1583625600,https://www.igdb.com/companies/sony-computer-entertainment-inc-scei,Null,525a2b1f-d879-f626-298b-ed1aa1d4a28c
1074,7,392,1372464000,Null,"Any[4558, 12515, 18138, 68380, 135145, 135381]",219,The Pokémon Company,the-pokemon-company,915062400,2,1578873600,https://www.igdb.com/companies/the-pokemon-company,Any[261],201bd212-32a3-9259-4673-dc0c12c66e70
700,0,840,1321315200,Null,"Any[2809, 5252, 5286]",1281,Majesco Entertainment,majesco-entertainment,536371200,2,1587168000,https://www.igdb.com/companies/majesco-entertainment,Any[517],6744373c-b1ad-a071-1243-5003d2f2609f
17160,7,Null,1545868800,Null,Null,Null,Virgin Interactive Entertainment,virgin-interactive-entertainment,Null,7,1583107200,https://www.igdb.com/companies/virgin-interactive-entertainment,Null,d22ecb55-3dfd-fbf5-cafa-17dc1ee17f25
1010,0,Null,1371945600,Established in 2002 as Microsoft Game Studios to coincide with the release of the Xbox. It was re-branded in 2011 to Microsoft Studios.,"Any[7310, 7341, 8006, 8575, 19172, 55057, 63748, 79815]",172,Microsoft Studios,microsoft-studios,1325289600,2,1588291200,https://www.igdb.com/companies/microsoft-studios,Null,912ef82e-bfda-8738-070e-e7709044b14d
128,7,Null,1301270400,Also known as Microsoft Corporation or MS.,"Any[644, 711, 3358, 3360, 11733, 16968, 24094, 71093]",171,Microsoft,microsoft,165801600,0,1588291200,https://www.igdb.com/companies/microsoft,Any[16],ed530453-e651-6be1-7222-f0c12ea56969
53,2,840,1300060800,Null,"Any[301, 712, 713, 5961, 5962, 5981, 22245, 23768, 26679, 36261, 74406, 93105]",1668,Microsoft Game Studios,microsoft-game-studios,1009843200,0,1586390400,https://www.igdb.com/companies/microsoft-game-studios,Null,d65d983e-a1fa-8d0d-b1a7-85624ca2cbb6
1217,7,392,1373414400,"Spike Chunsoft was established in April 2012 by a merger of two renowned video game developers/publishers, Spike Co. Ltd. and Chunsoft Co., Ltd.","Any[1812, 2575, 4566, 4701, 7355, 7842, 8607, 8609, 9694, 9708, 10906, 11549, 11745, 12579, 18443, 19460, 19958, 20040, 22949, 23865, 25343, 27547, 27960, 28245, 36663, 38244, 60691, 70894, 78632, 96405, 103288, 104971, 104974, 113207, 118721, 118748, 120175, 134062, 134063, 134064, 134065, 134067]",271,Spike ChunSoft,spike-chunsoft,1333238400,0,1587686400,https://www.igdb.com/companies/spike-chunsoft,Any[426],420740bb-d1e8-a5a2-e2f0-b172c4cd40f8
74,2,392,1300147200,CyberFront Corporation (株式会社サイバーフロント kabushiki gaisha saibaafuronto) was a console and computer game developer.,"Any[5480, 6826, 17481]",875,CyberFront,cyberfront,-62135683200,2,1586390400,https://www.igdb.com/companies/cyberfront,Null,842870e7-1320-f8d7-af18-5df66a03b316
426,0,840,1317600000,"Disney Interactive Studios, Inc. (originally established as Walt Disney Computer Software, Disney Interactive, Buena Vista Interactive, and Buena Vista Games) was an American video game developer and publisher owned by The Walt Disney Company through Disney Interactive. Prior to its closure in 2016, it developed and distributed multi-platform video games and interactive entertainment worldwide.","Any[4066, 4530, 5212, 6434, 6514, 8118, 20390, 20944, 46431, 50426, 57214, 66982, 73439, 85089, 118716, 132153]",3104,Disney Interactive Studios,disney-interactive-studios,599529600,2,1586995200,https://www.igdb.com/companies/disney-interactive-studios,Any[3328],75623eb3-b186-5c48-4370-04b9df9944fe
